run_id,timestamp,dataset,sequence,density,model,model_family,model_scale,mode,tracker,device,conf,half,imgsz,reid_weights,with_reid,frame_rate,num_frames,num_frames_with_detections,num_frames_with_tracks,num_track_rows,avg_det_ms,std_det_ms,fps_det,avg_track_ms,std_track_ms,fps_track,avg_total_ms,std_total_ms,fps_total,avg_preprocess_ms,std_preprocess_ms,fps_preprocess,avg_inference_ms,std_inference_ms,fps_inference,avg_postprocess_ms,std_postprocess_ms,fps_postprocess,head_active_final,head_end2end_final,frame1_det_ms,frame1_total_ms,frame1_postprocess_ms,HOTA,DetA,AssA,LocA,MOTA,MOTP,IDSW,Frag,CLR_FP,CLR_FN,FP,FN,MT,PT,ML,MTR,MLR,mostly_tracked_ratio,mostly_lost_ratio,GT_IDs,num_unique_objects,CLR_Re,CLR_Pr,Recall,Precision,IDF1,IDR,IDP,mot_results_file,run_dir
1,20260328_163123,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,5678,19.5662965021135,2.0771723109528035,51.10829225612434,23.46296399880278,25.134797001729844,42.62036118075388,47.62362516708284,25.157000336333876,20.99798149535231,2.004206166990722,0.1718196111348181,498.9506650912472,16.422139500791673,1.9924698689859317,60.893405512222834,0.6094034991110675,0.0590071268710634,1640.9488975017257,NMS (one-to-many),False,16.225800034590065,236.25199997331947,0.5575999966822565,33.452,22.209,50.745,84.326,23.556,82.222,25,77,638,13541,638,13541,8,16,38,12.903,61.29,12.903,61.29,62,62,27.124,88.764,27.124,88.764,37.289,24.342,79.658,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run01/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run01
2,20260328_163159,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,5678,19.642029167832032,1.9056925877523097,50.91123689184369,23.545393999665976,25.50558470365393,42.47115168317788,47.77302049954111,25.43465452311913,20.932316808597136,1.9903883325362888,0.1470175508699821,502.4145206507173,16.529258500571206,1.8710098253736351,60.49878159782199,0.5993590000434779,0.0565213944693938,1668.4491263624295,NMS (one-to-many),False,15.586900000926107,241.4615000016056,0.5291000124998391,33.452,22.209,50.745,84.326,23.556,82.222,25,77,638,13541,638,13541,8,16,38,12.903,61.29,12.903,61.29,62,62,27.124,88.764,27.124,88.764,37.289,24.342,79.658,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run02/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run02
3,20260328_163234,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,5677,19.816864001428865,2.0584798568463487,50.46207108894205,23.48014000095039,25.582545697698723,42.58918387878112,47.88651683552113,25.641832776213736,20.88270490490598,1.984906167005344,0.137458805003653,503.8021527781911,16.692340669008747,1.9705566554830964,59.90771574993165,0.6103630006934205,0.0698860285142341,1638.369296408729,NMS (one-to-many),False,16.821199969854206,254.48389997472987,0.5923000280745327,33.44,22.201,50.726,84.323,23.535,82.221,26,78,639,13543,639,13543,8,16,38,12.903,61.29,12.903,61.29,62,62,27.114,88.744,27.114,88.744,37.25,24.315,79.584,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run03/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run03
4,20260329_071544,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,5678,16.863594499785297,2.235390734101688,59.29933858482732,19.81275316774069,22.15762536364732,50.472541172531706,40.89307049939331,22.39592229280312,24.454020883925452,1.7283715006972973,0.1738948172277222,578.5793156138933,14.08809700020356,2.013036199756932,70.98190763348313,0.5559208349829229,0.1726626512298272,1798.8172723023029,NMS (one-to-many),False,14.906900003552437,214.45929998299107,0.5311000277288258,33.452,22.209,50.745,84.326,23.556,82.222,25,77,638,13541,638,13541,8,16,38,12.903,61.29,12.903,61.29,62,62,27.124,88.764,27.124,88.764,37.289,24.342,79.658,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run04/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run04
5,20260329_071615,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,5678,16.917400332167745,2.1968260033672227,59.11073689605494,19.54742949960443,21.502280444251724,51.15762151848336,40.660400999574144,21.60399833083405,24.593953217787337,1.730028166784905,0.1685667687024228,578.0252710326712,14.13295050074036,1.9787097354306808,70.75663358104981,0.5543276672445548,0.1651973442815106,1803.987170567884,NMS (one-to-many),False,13.403200020547956,202.7302000205964,0.4489000421017408,33.452,22.209,50.745,84.326,23.556,82.222,25,77,638,13541,638,13541,8,16,38,12.903,61.29,12.903,61.29,62,62,27.124,88.764,27.124,88.764,37.289,24.342,79.658,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run05/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_botsort_0_run05
1,20260328_163008,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7247,17.086222999011323,2.871440864881749,58.52668550901296,1.822292333235964,0.2112065509044638,548.7593739826773,23.43415633193217,2.944788304314584,42.67275449713401,1.986158665677067,0.8875512866360344,503.4844482875729,14.062834498569524,1.9844072046100252,71.10941966228219,0.5777288334017309,0.0512360504360751,1730.915859109697,NMS (one-to-many),False,16.86820003669709,22.7003000327386,0.6439000135287642,29.286,24.98,34.678,82.128,24.67,80.0,63,107,1300,12634,1300,12634,8,21,33,12.903,53.226,12.903,53.226,62,62,32.006,82.062,32.006,82.062,33.808,23.497,60.246,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run01/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run01
2,20260328_163027,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7247,15.302177335349066,2.440540713626366,65.35017717314857,1.4435220005301137,0.2469956654481548,692.7500929204846,20.883085000192903,2.697216230767673,47.88564524785312,1.6970000003736156,0.1791798280782006,589.275191384701,12.600975832319818,2.1923200418774744,79.35893325302106,0.5433348319881285,0.1671981432932052,1840.4857210072064,NMS (one-to-many),False,15.649100008886307,20.967199990991503,0.5370999570004642,29.286,24.98,34.678,82.128,24.67,79.999,63,107,1300,12634,1300,12634,8,21,33,12.903,53.226,12.903,53.226,62,62,32.006,82.062,32.006,82.062,33.808,23.497,60.246,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run02/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run02
3,20260328_163048,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7250,17.526142666853655,3.623761328076069,57.05762066465724,1.8116394994043123,0.2263867645181371,551.9861983186012,23.880262667080387,3.696203074624559,41.87558629237894,1.963724333133238,0.1838004096921887,509.2364458327208,14.493230998826524,3.50971020025235,68.99772728944755,0.5901054996259821,0.0641118281323085,1694.6122356660212,NMS (one-to-many),False,15.50939999287948,20.94720001332462,0.4861000343225896,29.336,24.954,34.828,82.109,24.654,79.995,63,109,1303,12634,1303,12634,8,21,33,12.903,53.226,12.903,53.226,62,62,32.006,82.028,32.006,82.028,33.897,23.562,60.386,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run03/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run03
4,20260329_071454,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7247,15.652239667930797,2.0784039011253204,63.888620492366805,1.4925334984824683,0.256942062142462,670.0017125355972,21.34790033393074,2.329939308414368,46.843014271084165,1.747281663507844,0.1905841832014661,572.3175724241272,12.873482832316464,1.8796231118942297,77.67905647799425,0.5558141671159925,0.1597784604628876,1799.1624884065084,NMS (one-to-many),False,13.843900000210851,18.569300009403378,0.4843000206165015,29.287,24.981,34.68,82.128,24.67,79.999,63,107,1300,12634,1300,12634,8,21,33,12.903,53.226,12.903,53.226,62,62,32.006,82.062,32.006,82.062,33.808,23.497,60.246,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run04/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run04
5,20260329_071513,MOT17,MOT17-02,31.0,rtdetr-l.pt,rtdetr,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7247,15.617934999754652,2.3488773671971286,64.02895133163952,1.4422203338472173,0.2274656951070824,693.3753300596134,21.21381200151518,2.559185991322433,47.13909974919056,1.713775666236567,0.1826149785379509,583.5069430038001,12.882122167308504,2.108833586324018,77.6269613820106,0.5636013347733145,0.1906185339330685,1774.3038177902984,NMS (one-to-many),False,15.7554000033997,21.39259997056797,0.526399991940707,29.287,24.981,34.679,82.128,24.67,80.0,63,107,1300,12634,1300,12634,8,21,33,12.903,53.226,12.903,53.226,62,62,32.006,82.062,32.006,82.062,33.808,23.497,60.246,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run05/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_l_nms_bytetrack_0_run05
1,20260328_163429,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,6223,23.06214000011096,2.282337783718043,43.36111046048583,23.802873500292964,25.380864689930984,42.01173442305998,51.62928716541501,25.61295625495876,19.36885157441941,2.0870956666961624,0.5574199789000052,479.1347210178359,19.80761349957902,2.0249151490837427,50.48563775849389,0.6145354988984764,0.1327673586762803,1627.2452963131489,NMS (one-to-many),False,20.7321000052616,249.8479000059888,0.5824000108987093,29.344,22.845,38.13,83.756,22.921,81.745,26,77,969,13327,969,13327,8,16,38,12.903,61.29,12.903,61.29,62,62,28.276,84.429,28.276,84.429,32.495,21.689,64.76,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run01/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run01
2,20260328_163507,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,6223,22.79620900012863,1.1553298047578398,43.86694296382164,23.61471883273528,25.315007412059323,42.34647073645342,51.04391416709405,25.41728481232126,19.59097409196452,2.012315998241926,0.4859767250907512,496.9398448721061,19.6190946669473,1.0724007928932686,50.97075155484728,0.6060421654062035,0.0425806513040013,1650.0502062092394,NMS (one-to-many),False,23.49130000220612,265.4844000353478,0.7188000017777085,29.345,22.847,38.13,83.756,22.921,81.745,26,77,969,13327,969,13327,8,16,38,12.903,61.29,12.903,61.29,62,62,28.276,84.429,28.276,84.429,32.495,21.689,64.76,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run02/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run02
3,20260328_163545,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,6224,22.505055000074208,2.6514374711085784,44.434461501947126,22.89114633293745,23.673122418300853,43.68501190179048,49.927520999141656,23.912118077421415,20.02903368699583,1.95487750073274,0.5133543595268659,511.5410042957544,19.41223933303263,2.406043421705154,51.5138919752736,0.6074924989176603,0.0999969723530362,1646.1108602684824,NMS (one-to-many),False,18.14200001535937,224.2529999930412,0.4747000057250261,28.486,22.848,35.974,83.754,22.916,81.74,28,79,969,13326,969,13326,8,16,38,12.903,61.29,12.903,61.29,62,62,28.282,84.431,28.282,84.431,31.768,21.204,63.303,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run03/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run03
4,20260329_071738,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,6224,20.096727833054803,2.059360514570742,49.75934432247297,19.81570749951061,21.258199753778484,50.46501620114736,44.11558316554874,21.47375511178755,22.667727098775647,1.715306333596042,0.1786923245542948,582.9862459048682,17.327075499342754,1.861435339594012,57.713143804211605,0.556185168097727,0.1634415635586518,1797.9623646207883,NMS (one-to-many),False,18.65059998817742,215.17340000718832,0.4904000088572502,29.344,22.849,38.123,83.756,22.927,81.744,26,77,969,13326,969,13326,8,16,38,12.903,61.29,12.903,61.29,62,62,28.282,84.431,28.282,84.431,32.493,21.689,64.749,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run04/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run04
5,20260329_071812,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,6223,20.00322266695245,1.8884964378787013,49.99194463060751,19.81606066779932,21.778690368987764,50.4641167971886,43.99548366762853,21.886871607205588,22.729605783054293,1.7363865010944817,0.1605246172831012,575.9086467037602,17.23153600158791,1.7156918358309174,58.03313180600085,0.5449224993935786,0.1365201508561687,1835.1233452699385,NMS (one-to-many),False,18.638899957295507,219.1758999833837,0.5219000158831477,29.344,22.846,38.129,83.756,22.921,81.745,26,77,969,13327,969,13327,8,16,38,12.903,61.29,12.903,61.29,62,62,28.276,84.429,28.276,84.429,32.495,21.689,64.76,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run05/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_botsort_0_run05
1,20260328_163300,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7616,21.79345749987988,5.819602218100823,45.8853304945079,1.855729499948211,0.2421948028426324,538.8716405208344,28.691061333326317,5.918418914550279,34.85406093494501,2.187890000835372,0.1809060463675953,457.0613694555868,18.438046000082977,5.754790463516981,54.23568202376215,0.587964666968522,0.0651848445929369,1700.7824724500615,NMS (one-to-many),False,20.801199949346483,27.15639997040853,0.5728000542148948,28.832,25.006,33.588,81.694,23.411,79.658,64,99,1601,12566,1601,12566,8,20,34,12.903,54.839,12.903,54.839,62,62,32.372,78.978,32.372,78.978,33.798,23.825,58.128,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run01/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run01
2,20260328_163325,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7620,21.62554333267811,5.261173932904492,46.241612736217895,1.861949666539052,0.2534443979799813,537.0714461142102,28.1409390004895,5.477979842286153,35.53541692345822,2.01829266550097,0.2571487726956267,495.4682822234729,18.43435916768309,4.850256367409248,54.24652904414925,0.5932036656304263,0.0582120287059458,1685.7616665892508,NMS (one-to-many),False,20.933999971020967,26.800299994647503,0.5870999884791672,28.83,25.001,33.589,81.693,23.389,79.657,64,99,1605,12566,1605,12566,8,20,34,12.903,54.839,12.903,54.839,62,62,32.372,78.937,32.372,78.937,33.793,23.825,58.097,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run02/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run02
3,20260328_163349,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7617,21.201496499512967,5.611984572235309,47.16648185768263,1.8215805001091208,0.2400129073954621,548.9738169354005,27.506100166744243,5.683855208826498,36.35557181635775,1.9414855003318128,0.2526537196579848,515.069517557094,18.23217033437686,5.57859223853674,54.84810539063988,0.5691240000305697,0.0558763759436548,1757.086329071145,NMS (one-to-many),False,21.332499978598207,27.37269998760894,0.6044000037945807,28.832,25.005,33.591,81.693,23.406,79.658,64,99,1602,12566,1602,12566,8,20,34,12.903,54.839,12.903,54.839,62,62,32.372,78.968,32.372,78.968,33.796,23.825,58.12,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run03/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run03
4,20260329_071639,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7616,20.461077333020512,4.639220418517827,48.87328187681395,1.4783811673017528,0.2371767679061724,676.4155429720039,26.34898749975643,4.749707032822897,37.9521224490787,1.8062948322040029,0.2807028285243985,553.619476826948,17.61759116653896,4.5696742487055095,56.76144885796289,0.5325263328268193,0.1286255793171946,1877.8414105677773,NMS (one-to-many),False,19.04419995844364,24.750899989157915,0.4993999609723687,28.833,25.007,33.589,81.693,23.411,79.658,64,99,1601,12566,1601,12566,8,20,34,12.903,54.839,12.903,54.839,62,62,32.372,78.978,32.372,78.978,33.798,23.825,58.128,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run04/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run04
5,20260329_071703,MOT17,MOT17-02,31.0,rtdetr-x.pt,rtdetr,x,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,7613,20.762263834185436,4.324301761466149,48.16430462430992,1.5163873337830107,0.2728058635546542,659.4621161238849,26.86605016691222,4.491488203270787,37.221697785392486,1.8907939990943607,0.246351444648833,528.8783444833086,17.714699998808403,4.232864550819193,56.45029269856481,0.5480949983272391,0.1360072662740065,1824.5012325453697,NMS (one-to-many),False,18.338499998208132,23.54550000745803,0.4735999973490834,28.842,25.029,33.584,81.68,23.427,79.657,64,99,1598,12566,1598,12566,8,20,34,12.903,54.839,12.903,54.839,62,62,32.372,79.01,32.372,79.01,33.802,23.825,58.151,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run05/mot_results.txt,results/paper_main/MOT17/MOT17-02/rtdetr_x_nms_bytetrack_0_run05
1,20260328_160411,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,4340,12.986440666330358,2.2361530279405564,77.00339343887173,22.80270966691508,25.825343463453112,43.85443724045307,40.43776649952633,26.14733560196525,24.729357889034585,0.9267308331133488,0.0751861337642527,1079.061971684382,10.626834832655732,2.154798308209806,94.10139667618152,1.012505333152755,0.0789669787950117,987.6491187322288,NMS (one-to-many),False,9.288900007959455,235.7875999878161,0.8368999697268009,31.639,18.354,54.605,87.103,19.159,85.687,14,38,383,14624,383,14624,7,11,44,11.29,70.968,11.29,70.968,62,62,21.296,91.175,21.296,91.175,30.985,19.111,81.82,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run01/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run01
2,20260328_160443,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,4340,13.175710666303834,2.294005300458914,75.89723433722978,23.154017997536965,26.275123320893165,43.18904822939916,40.96769716707058,26.61117287092414,24.40947549289614,0.9550790009476864,0.101454546304343,1047.0338045415513,10.745416666419866,2.1719332994532694,93.0629338111258,1.038070999881408,0.1240662424762206,963.3252447224156,NMS (one-to-many),False,9.801600011996925,237.56780003895983,0.9755999781191348,31.639,18.354,54.606,87.104,19.159,85.687,14,38,383,14624,383,14624,7,11,44,11.29,70.968,11.29,70.968,62,62,21.296,91.175,21.296,91.175,30.985,19.111,81.82,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run02/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run02
3,20260328_160515,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,4343,12.807769167411609,2.805486397463417,78.07760952972387,22.854945000920758,26.09632824541292,43.75420723872725,40.25521000051716,26.26728221860136,24.84150498748244,0.9086944991334652,0.0784549536944428,1100.479865294226,10.474606498804254,2.71020174488496,95.4689801582672,1.007483499221659,0.0800403730226732,992.5720875553392,NMS (one-to-many),False,9.29699995322153,241.47259996971115,0.8435000199824572,31.647,18.363,54.604,87.091,19.176,85.676,14,38,383,14621,383,14621,7,11,44,11.29,70.968,11.29,70.968,62,62,21.312,91.181,21.312,91.181,30.989,19.116,81.787,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run03/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run03
4,20260329_065851,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,4342,10.892669333649488,2.498061516162002,91.80486154213948,18.687312999391,22.329478781720663,53.51224116771572,33.682623833495505,22.667307741997217,29.68889849387432,0.7555306676658802,0.0943151569672943,1323.573010066392,8.868346833623946,2.3229282243307674,112.760587599996,0.8887318333533282,0.1752714584865046,1125.1988085391731,NMS (one-to-many),False,17.089799977838993,216.4030999992974,1.7213000101037323,31.638,18.36,54.585,87.094,19.17,85.68,14,38,383,14622,383,14622,7,11,44,11.29,70.968,11.29,70.968,62,62,21.307,91.179,21.307,91.179,30.982,19.111,81.783,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run04/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run04
5,20260329_065919,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,botsort,0,0.25,False,640,osnet_x0_25_msmt17.pt,True,30,600,600,600,4342,10.549843665891482,2.278938636367844,94.78813446620852,18.41346650044822,21.579243989759878,54.30807936005196,33.06943066592794,22.060477488305192,30.23940781146616,0.7597391670181727,0.0884847974117359,1316.2412093676887,8.535952498787083,2.1357921345162363,117.15154227276864,0.8763368307457616,0.146936533704958,1141.113741789217,NMS (one-to-many),False,17.213599989190698,209.7588999895379,1.5434999950230122,31.642,18.361,54.594,87.096,19.17,85.676,14,38,383,14622,383,14622,7,11,44,11.29,70.968,11.29,70.968,62,62,21.307,91.179,21.307,91.179,30.982,19.111,81.783,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run05/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_botsort_0_run05
1,20260328_160307,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,5045,9.183692833854971,0.4642863329764182,108.88865928894938,0.9048809991994252,0.1528503648395224,1105.1176904860745,14.01729883509688,0.5985442739988862,71.3404209872571,0.7129071665500911,0.0503289546056635,1402.7071783261936,7.365697168182426,0.3860822255156828,135.76447377170163,0.8133166665599371,0.0714034527884359,1229.5333922390553,NMS (one-to-many),False,9.13259998196736,13.763200026005508,0.8107000030577183,29.194,20.359,41.982,84.881,21.441,83.072,33,78,514,14050,514,14050,7,14,41,11.29,66.129,11.29,66.129,62,62,24.385,89.812,24.385,89.812,31.228,19.854,73.122,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run01/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run01
2,20260328_160323,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,5045,9.27541183307767,0.5041075680115872,107.81192447259676,0.8874445003069317,0.1400378510012854,1126.8310296070797,14.055093333590776,0.6019416049160243,71.14858480591259,0.7186811660843281,0.0456284808331481,1391.4376043112595,7.476425167308965,0.4466663179764601,133.75376301130504,0.7981096658234795,0.0502466130451561,1252.9606429064013,NMS (one-to-many),False,9.08970000455156,13.671499968040736,0.8308000396937132,29.195,20.36,41.985,84.883,21.441,83.074,33,78,514,14050,514,14050,7,14,41,11.29,66.129,11.29,66.129,62,62,24.385,89.812,24.385,89.812,31.228,19.854,73.122,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run02/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run02
3,20260328_160339,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,5045,9.48721233260585,0.4581020554808644,105.40504048414508,0.8964484998917518,0.148148473281073,1115.5130496852323,14.272034666597998,0.5725996699573866,70.06709438146063,0.7008508326058897,0.0394257698913246,1426.83714347862,7.708513500595775,0.3872582432715625,129.7266976211058,0.8004264999181032,0.0636617425422435,1249.3339489663529,NMS (one-to-many),False,9.298099961597472,13.872800045646729,0.8412000024691224,29.195,20.36,41.983,84.882,21.441,83.073,33,78,514,14050,514,14050,7,14,41,11.29,66.129,11.29,66.129,62,62,24.385,89.812,24.385,89.812,31.228,19.854,73.122,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run03/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run03
4,20260329_065807,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,5045,8.915188167011365,2.28542936806494,112.16813164979214,0.844929667461353,0.1241234996931794,1183.5304623692125,13.495968499434335,2.347502415080347,74.09620139835934,0.6816498344414867,0.0285105773379147,1467.0288900155826,7.198477999093787,2.062788494061963,138.91825468187713,0.7649036687022696,0.2074207988544543,1307.3541687891147,NMS (one-to-many),False,17.343999992590398,21.90049999626353,1.54229998588562,29.195,20.36,41.984,84.883,21.441,83.075,33,78,514,14050,514,14050,7,14,41,11.29,66.129,11.29,66.129,62,62,24.385,89.812,24.385,89.812,31.228,19.854,73.122,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run04/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run04
5,20260329_065824,MOT17,MOT17-02,31.0,yolo11l.pt,yolo11,l,nms,bytetrack,0,0.25,False,640,,False,30,600,600,600,5045,9.633410666914036,3.397248082996594,103.80539505437068,0.8475708332844079,0.1232420343658037,1179.842392788478,14.248779834985422,3.4455858754662687,70.18144792613558,0.6659441680919068,0.0398357596019613,1501.6273854687322,7.8582345027825795,3.062870925959606,127.25504687419328,0.8371566679367485,0.3022700677232814,1194.5195425183608,NMS (one-to-many),False,17.503199982456863,22.036599984858185,1.6731999930925667,29.194,20.36,41.981,84.883,21.441,83.074,33,78,514,14050,514,14050,7,14,41,11.29,66.129,11.29,66.129,62,62,24.385,89.812,24.385,89.812,31.228,19.854,73.122,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run05/mot_results.txt,results/paper_main/MOT17/MOT17-02/yolo11_l_nms_bytetrack_0_run05
