family,scale,mode,label,dataset,metric,mean,std,n,ci_low,ci_high,ci_half_width
rtdetr,l,nms,RT-DETR-L,MOT20,MOTA,13.174520000000003,10.263763274410747,15,7.4906373516399425,18.858402648360062,5.68388264836006
rtdetr,l,nms,RT-DETR-L,SOMPT22,MOTA,36.22526666666667,11.262564789518205,15,29.988266175553075,42.46226715778026,6.237000491113594
rtdetr,x,nms,RT-DETR-X,MOT17,MOTA,37.108799999999995,11.6773690236408,15,30.642088580666357,43.57551141933364,6.466711419333639
rtdetr,x,nms,RT-DETR-X,MOT20,MOTA,14.319606666666663,10.611061539899005,15,8.443396649461711,20.195816683871616,5.876210017204952
rtdetr,x,nms,RT-DETR-X,SOMPT22,MOTA,36.91513333333334,11.190170066795657,15,30.718223703370196,43.112042963296474,6.19690962996314
yolo11,l,nms,YOLO11-L,MOT17,MOTA,32.2936,13.811406878787858,15,24.645097807485236,39.94210219251476,7.64850219251476
yolo11,l,nms,YOLO11-L,MOT20,MOTA,6.727744666666666,7.8114901142199,15,2.4018856292952444,11.053603704038089,4.325859037371422
yolo11,l,nms,YOLO11-L,SOMPT22,MOTA,29.428266666666662,9.053940574347145,15,24.414361498167995,34.442171835165325,5.013905168498667
yolo11,m,nms,YOLO11-M,MOT17,MOTA,32.34793333333333,13.37175112192366,15,24.942904383612692,39.75296228305397,7.405028949720636
yolo11,m,nms,YOLO11-M,MOT20,MOTA,8.166766,9.406129712223983,15,2.9578249878054965,13.375707012194505,5.208941012194504
yolo11,m,nms,YOLO11-M,SOMPT22,MOTA,31.46506666666667,11.691188180277772,15,24.99070245346748,37.93943087986585,6.474364213199188
yolo11,n,nms,YOLO11-N,MOT17,MOTA,30.23726666666666,13.440537385444223,15,22.79414515389512,37.680388179438204,7.443121512771541
yolo11,n,nms,YOLO11-N,MOT20,MOTA,10.20984733333333,8.703801779047447,15,5.3898425666573955,15.029852100009265,4.820004766675935
yolo11,n,nms,YOLO11-N,SOMPT22,MOTA,28.4588,11.106835084757494,15,22.308039744856234,34.60956025514376,6.150760255143765
yolo11,s,nms,YOLO11-S,MOT17,MOTA,32.0674,13.265121887329732,15,24.72142035218867,39.413379647811325,7.34597964781133
yolo11,s,nms,YOLO11-S,MOT20,MOTA,9.506866666666667,9.803512989497086,15,4.077862130591764,14.93587120274157,5.4290045360749035
yolo11,s,nms,YOLO11-S,SOMPT22,MOTA,31.98653333333333,12.687060105627685,15,24.960673630112694,39.012393036553966,7.025859703220636
yolo11,x,nms,YOLO11-X,MOT17,MOTA,31.47973333333333,14.655241112539455,15,23.3639313180264,39.595535348640254,8.11580201530693
yolo11,x,nms,YOLO11-X,MOT20,MOTA,6.986768,8.519078786318557,15,2.2690594169999443,11.704476583000055,4.717708583000055
yolo11,x,nms,YOLO11-X,SOMPT22,MOTA,30.9908,10.249046507567703,15,25.315067225469132,36.666532774530864,5.675732774530868
yolo26,l,end2end,YOLO26-L (E2E),MOT17,MOTA,31.176866666666665,15.03729328259134,15,22.8494912116702,39.50424212166313,8.327375454996465
yolo26,l,end2end,YOLO26-L (E2E),MOT20,MOTA,6.655906000000001,7.637160729635251,15,2.4265873579639203,10.885224642036082,4.22931864203608
yolo26,l,end2end,YOLO26-L (E2E),SOMPT22,MOTA,29.886466666666667,9.722465258114225,15,24.5023448682173,35.270588465116035,5.3841217984493674
yolo26,l,nms,YOLO26-L (NMS),MOT17,MOTA,31.790266666666657,14.262893222157512,15,23.891739670925162,39.68879366240815,7.898526995741493
yolo26,l,nms,YOLO26-L (NMS),MOT20,MOTA,7.616499999999999,8.36524806514598,15,2.9839800309109297,12.249019969089069,4.63251996908907
yolo26,l,nms,YOLO26-L (NMS),SOMPT22,MOTA,31.58706666666667,10.514547136954501,15,25.764304544307535,37.4098287890258,5.822762122359133
yolo26,m,end2end,YOLO26-M (E2E),MOT17,MOTA,31.434199999999997,14.413508853056666,15,23.452264847995405,39.416135152004586,7.981935152004591
yolo26,m,end2end,YOLO26-M (E2E),MOT20,MOTA,6.140067999999998,8.235520974858673,15,1.5793884989529579,10.700747501047037,4.56067950104704
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,MOTA,27.935333333333332,10.476212801707812,15,22.133800058241977,33.73686660842469,5.801533275091356
yolo26,m,nms,YOLO26-M (NMS),MOT17,MOTA,31.901866666666667,13.6617230552407,15,24.336256612703174,39.46747672063016,7.565610053963492
yolo26,m,nms,YOLO26-M (NMS),MOT20,MOTA,6.901760000000002,8.745730074825902,15,2.058536117052687,11.744983882947317,4.843223882947315
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,MOTA,29.7974,11.19432483640068,15,23.598189535320145,35.996610464679854,6.199210464679856
yolo26,n,end2end,YOLO26-N (E2E),MOT17,MOTA,27.527733333333334,14.664954115493298,15,19.4065524362774,35.648914230389266,8.121180897055932
yolo26,n,end2end,YOLO26-N (E2E),MOT20,MOTA,6.023453333333335,6.734056835724412,15,2.294256957860434,9.752649708806237,3.729196375472901
yolo26,n,end2end,YOLO26-N (E2E),SOMPT22,MOTA,24.973733333333332,10.876698116791214,15,18.950418683080997,30.997047983585666,6.023314650252334
yolo26,n,nms,YOLO26-N (NMS),MOT17,MOTA,28.249933333333335,14.247069495497096,15,20.36016922533515,36.13969744133152,7.889764107998187
yolo26,n,nms,YOLO26-N (NMS),MOT20,MOTA,6.331784666666667,6.9265685621462225,15,2.4959788505665808,10.167590482766752,3.835805816100086
yolo26,n,nms,YOLO26-N (NMS),SOMPT22,MOTA,26.73573333333333,12.120739024302027,15,20.0234917915499,33.447974875116756,6.712241541783429
yolo26,s,end2end,YOLO26-S (E2E),MOT17,MOTA,30.701399999999996,13.615126649639155,15,23.16159417536191,38.24120582463808,7.539805824638086
yolo26,s,end2end,YOLO26-S (E2E),MOT20,MOTA,6.561289866666667,8.447629422642517,15,1.8831486224269582,11.239431110906375,4.678141244239709
yolo26,s,end2end,YOLO26-S (E2E),SOMPT22,MOTA,30.420733333333335,11.860151507504126,15,23.85280034831481,36.98866631835186,6.567932985018526
yolo26,s,nms,YOLO26-S (NMS),MOT17,MOTA,31.482933333333335,13.16684879572648,15,24.1913755096844,38.77449115698227,7.291557823648935
yolo26,s,nms,YOLO26-S (NMS),MOT20,MOTA,6.547104333333335,8.497548411245965,15,1.8413188746314502,11.25288979203522,4.705785458701885
yolo26,s,nms,YOLO26-S (NMS),SOMPT22,MOTA,32.1828,13.367402061945855,15,24.78017947941823,39.58542052058177,7.4026205205817694
yolo26,x,end2end,YOLO26-X (E2E),MOT17,MOTA,31.99953333333333,14.454064252296783,15,23.995139349818764,40.00392731684789,8.004393983514563
yolo26,x,end2end,YOLO26-X (E2E),MOT20,MOTA,6.628211333333332,7.587593770405615,15,2.4263419583901227,10.83008070827654,4.201869374943209
yolo26,x,end2end,YOLO26-X (E2E),SOMPT22,MOTA,26.3838,7.747208319314586,15,22.0935390341058,30.674060965894203,4.290260965894201
yolo26,x,nms,YOLO26-X (NMS),MOT17,MOTA,32.93906666666667,13.88230939755788,15,25.251299968006613,40.626833365326725,7.687766698660055
yolo26,x,nms,YOLO26-X (NMS),MOT20,MOTA,7.971827333333333,8.388124039726357,15,3.326639071776344,12.617015594890322,4.645188261556989
yolo26,x,nms,YOLO26-X (NMS),SOMPT22,MOTA,28.977933333333333,9.134506675761084,15,23.919412144995782,34.03645452167088,5.058521188337551
rtdetr,l,nms,RT-DETR-L,MOT17,IDSW,68.06666666666666,34.513903340675974,15,48.95350406924628,87.17982926408705,19.113162597420384
rtdetr,l,nms,RT-DETR-L,MOT20,IDSW,130.46666666666667,91.19983291546932,15,79.96188260427968,180.97145072905366,50.50478406238698
