family,scale,mode,label,dataset,metric,n_sequences,mean,std_between_seq,t_ci_low,t_ci_high,boot_ci_low,boot_ci_high
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,IDSW,3,40.666666666666664,17.112958053280362,-1.844277793088601,83.17761112642194,24.8,58.79999999999999
yolo26,m,nms,YOLO26-M (NMS),MOT17,IDSW,3,25.666666666666668,28.0237994093116,-43.948310272530904,95.28164360586425,3.0,57.0
yolo26,m,nms,YOLO26-M (NMS),MOT20,IDSW,3,16.333333333333332,27.42869543622761,-51.80332338391385,84.4699900505805,0.0,48.0
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,IDSW,3,40.93333333333333,18.138724688724214,-4.125756708983253,85.9924233756499,20.8,56.0
yolo26,n,end2end,YOLO26-N (E2E),MOT17,IDSW,3,27.599999999999998,20.091789367798974,-22.310771665093757,77.51077166509376,16.0,50.79999999999999
yolo26,n,end2end,YOLO26-N (E2E),MOT20,IDSW,3,26.266666666666666,34.41530667208028,-59.225694498900694,111.75902783223403,3.0,65.8
yolo26,n,end2end,YOLO26-N (E2E),SOMPT22,IDSW,3,52.73333333333333,27.063136058730027,-14.495223548388132,119.96189021505478,22.0,73.0
yolo26,n,nms,YOLO26-N (NMS),MOT17,IDSW,3,21.333333333333332,18.009256878986797,-23.404140840356828,66.07080750702349,9.0,42.0
yolo26,n,nms,YOLO26-N (NMS),MOT20,IDSW,3,17.0,26.851443164195103,-49.70268257909767,83.70268257909767,1.0,48.0
yolo26,n,nms,YOLO26-N (NMS),SOMPT22,IDSW,3,44.666666666666664,25.146238950056393,-17.800053817853446,107.13338715118678,16.0,63.0
yolo26,s,end2end,YOLO26-S (E2E),MOT17,IDSW,3,29.866666666666664,21.887287025424904,-24.504368441095043,84.23770177442837,15.0,55.0
yolo26,s,end2end,YOLO26-S (E2E),MOT20,IDSW,3,17.733333333333334,30.715034320888094,-58.567041740890474,94.03370840755714,0.0,53.20000000000001
yolo26,s,end2end,YOLO26-S (E2E),SOMPT22,IDSW,3,47.6,14.109571219565815,12.54988203684946,82.65011796315054,38.0,63.79999999999999
yolo26,s,nms,YOLO26-S (NMS),MOT17,IDSW,3,27.2,19.86756150110023,-22.153758765402085,76.55375876540208,13.6,50.0
yolo26,s,nms,YOLO26-S (NMS),MOT20,IDSW,3,18.0,31.176914536239792,-59.44774913549031,95.44774913549031,0.0,54.0
yolo26,s,nms,YOLO26-S (NMS),SOMPT22,IDSW,3,45.53333333333333,15.844662613427062,6.173009405358627,84.89365726130804,28.600000000000005,60.0
yolo26,x,end2end,YOLO26-X (E2E),MOT17,IDSW,3,28.8,26.52772134956186,-37.09851301125097,94.69851301125097,5.0,57.4
yolo26,x,end2end,YOLO26-X (E2E),MOT20,IDSW,3,13.266666666666666,22.978540713747105,-43.81519288134287,70.3485262146762,0.0,39.8
yolo26,x,end2end,YOLO26-X (E2E),SOMPT22,IDSW,3,41.333333333333336,14.358737177528297,5.664252817523796,77.00241384914287,28.8,57.0
yolo26,x,nms,YOLO26-X (NMS),MOT17,IDSW,3,25.333333333333332,25.579940057266228,-38.210760427234604,88.87742709390126,1.0,52.0
yolo26,x,nms,YOLO26-X (NMS),MOT20,IDSW,3,12.0,19.924858845171276,-37.4960932585921,61.4960932585921,0.0,35.0
yolo26,x,nms,YOLO26-X (NMS),SOMPT22,IDSW,3,34.666666666666664,7.767453465154029,15.371242589611764,53.96209074372156,26.0,41.0
rtdetr,l,nms,RT-DETR-L,MOT17,Frag,3,90.39999999999999,34.923917306052594,3.6441799779847486,177.15582002201523,64.0,130.0
rtdetr,l,nms,RT-DETR-L,MOT20,Frag,3,76.60000000000001,113.6621308967943,-205.7523857586291,358.95238575862913,8.0,207.80000000000004
rtdetr,l,nms,RT-DETR-L,SOMPT22,Frag,3,114.26666666666665,14.545560605673936,78.13349102756206,150.39984230577124,97.59999999999998,124.40000000000002
rtdetr,x,nms,RT-DETR-X,MOT17,Frag,3,90.8,31.7004731825883,12.051659086802402,169.5483409131976,68.0,127.0
rtdetr,x,nms,RT-DETR-X,MOT20,Frag,3,98.33333333333333,136.94646155827954,-241.86053631435578,438.5272029810224,9.0,256.0
rtdetr,x,nms,RT-DETR-X,SOMPT22,Frag,3,104.33333333333333,17.214335111567145,61.57055429998155,147.0961123666851,85.0,118.0
yolo11,l,nms,YOLO11-L,MOT17,Frag,3,66.8,33.39041778714367,-16.146396036142605,149.74639603614258,38.0,103.40000000000002
yolo11,l,nms,YOLO11-L,MOT20,Frag,3,40.733333333333334,65.2565194699605,-121.37284761956518,202.83951428623186,0.0,116.0
yolo11,l,nms,YOLO11-L,SOMPT22,Frag,3,104.66666666666667,14.047538337136986,69.77064692612616,139.5626864072072,90.0,118.0
yolo11,m,nms,YOLO11-M,MOT17,Frag,3,65.0,27.073972741361768,-2.2554766937172275,132.25547669371724,46.0,96.0
yolo11,m,nms,YOLO11-M,MOT20,Frag,3,67.46666666666667,96.0919004564554,-171.23884705097296,306.17218038430633,10.0,178.4
yolo11,m,nms,YOLO11-M,SOMPT22,Frag,3,117.2,9.38722536216107,93.88083946915654,140.51916053084346,111.0,128.0
yolo11,n,nms,YOLO11-N,MOT17,Frag,3,66.06666666666666,25.179621389793244,3.5170196046860127,128.6163137286473,37.0,81.2
yolo11,n,nms,YOLO11-N,MOT20,Frag,3,135.13333333333333,138.03714475942093,-207.76994358588365,478.0366102525503,3.0,278.4
yolo11,n,nms,YOLO11-N,SOMPT22,Frag,3,115.26666666666665,15.009774593022154,77.98031955526835,152.55301377806495,98.0,125.2
yolo11,s,nms,YOLO11-S,MOT17,Frag,3,70.13333333333334,27.854143916719707,0.9398040012888771,139.3268626653778,38.0,87.40000000000002
yolo11,s,nms,YOLO11-S,MOT20,Frag,3,150.20000000000002,147.54402732743876,-216.31968242761187,516.7196824276119,34.0,316.2
yolo11,s,nms,YOLO11-S,SOMPT22,Frag,3,137.33333333333334,11.846237095944574,107.9056490209617,166.76101764570498,130.0,151.0
yolo11,x,nms,YOLO11-X,MOT17,Frag,3,75.0,30.512292604784715,-0.796736731506428,150.79673673150643,54.0,110.0
yolo11,x,nms,YOLO11-X,MOT20,Frag,3,38.86666666666667,60.390838157234846,-111.15249184393122,188.88582517726456,4.0,108.59999999999998
yolo11,x,nms,YOLO11-X,SOMPT22,Frag,3,105.26666666666667,25.791729940687063,41.19645766972583,169.3368756636075,82.0,133.0
yolo26,l,end2end,YOLO26-L (E2E),MOT17,Frag,3,115.13333333333333,36.80018115897439,23.716615517081067,206.55005114958558,80.0,153.4
yolo26,l,end2end,YOLO26-L (E2E),MOT20,Frag,3,141.73333333333335,192.16881467432052,-335.6404662215065,619.1071328881732,27.600000000000005,363.6000000000001
yolo26,l,end2end,YOLO26-L (E2E),SOMPT22,Frag,3,239.26666666666665,74.8161301681217,53.41309626881397,425.1202370645193,173.0,320.4
yolo26,l,nms,YOLO26-L (NMS),MOT17,Frag,3,71.66666666666667,27.300793639257694,3.8477356266730993,139.48559770666026,53.0,103.0
yolo26,l,nms,YOLO26-L (NMS),MOT20,Frag,3,45.73333333333333,74.88399918095543,-140.28883303875887,231.7554997054255,2.0,132.2
yolo26,l,nms,YOLO26-L (NMS),SOMPT22,Frag,3,112.33333333333333,17.95364401266031,67.73400917814334,156.93265748852332,92.0,126.0
yolo26,m,end2end,YOLO26-M (E2E),MOT17,Frag,3,94.0,24.97278518707915,31.964162549336663,156.03583745066334,70.2,120.0
yolo26,m,end2end,YOLO26-M (E2E),MOT20,Frag,3,54.800000000000004,83.08742383778667,-151.6006029276292,261.20060292762923,0.0,150.4
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,Frag,3,150.26666666666665,34.04839692751089,65.68575983439277,234.84757349894053,118.2,186.0
yolo26,m,nms,YOLO26-M (NMS),MOT17,Frag,3,73.33333333333333,32.00520790954705,-6.172010607182457,152.8386772738491,51.0,110.0
yolo26,m,nms,YOLO26-M (NMS),MOT20,Frag,3,42.13333333333333,66.1698823735794,-122.24176685295868,206.50843351962533,0.0,118.40000000000002
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,Frag,3,104.26666666666667,12.434360994169879,73.37800159953194,135.1553317338014,90.0,112.8
yolo26,n,end2end,YOLO26-N (E2E),MOT17,Frag,3,90.93333333333334,21.549323268570017,37.401846739179675,144.46481992748699,66.4,106.8
yolo26,n,end2end,YOLO26-N (E2E),MOT20,Frag,3,136.79999999999998,175.27954815094657,-298.61853566032426,572.2185356603242,28.0,339.0
yolo26,n,end2end,YOLO26-N (E2E),SOMPT22,Frag,3,168.53333333333333,10.782083904947752,141.74915209379637,195.3175145728703,158.6,180.0
yolo26,n,nms,YOLO26-N (NMS),MOT17,Frag,3,57.93333333333334,23.874952006932567,-1.3753353133170805,117.24200197998375,32.0,79.0
yolo26,n,nms,YOLO26-N (NMS),MOT20,Frag,3,60.93333333333334,87.83856404412207,-157.26975615466688,279.13642282133355,3.0,162.0
yolo26,n,nms,YOLO26-N (NMS),SOMPT22,Frag,3,93.93333333333334,22.07743946505874,39.08993337929588,148.7767332873708,69.0,111.0
yolo26,s,end2end,YOLO26-S (E2E),MOT17,Frag,3,87.33333333333333,32.808738673306735,5.8319083200105695,168.8347583466561,52.6,117.8
yolo26,s,end2end,YOLO26-S (E2E),MOT20,Frag,3,70.8,108.57089849494662,-198.90506334991403,340.50506334991405,0.0,195.80000000000004
yolo26,s,end2end,YOLO26-S (E2E),SOMPT22,Frag,3,193.66666666666666,64.36282570966982,33.78054408646216,353.55278924687116,121.8,246.0
yolo26,s,nms,YOLO26-S (NMS),MOT17,Frag,3,76.13333333333334,30.226699014833446,1.046050408859017,151.22061625780765,44.0,104.0
yolo26,s,nms,YOLO26-S (NMS),MOT20,Frag,3,49.400000000000006,80.93182315999066,-151.64579399244155,250.44579399244157,0.0,142.8
yolo26,s,nms,YOLO26-S (NMS),SOMPT22,Frag,3,122.39999999999999,28.126144421160888,52.530783957258066,192.2692160427419,95.0,151.2
yolo26,x,end2end,YOLO26-X (E2E),MOT17,Frag,3,136.53333333333333,57.43494871011319,-6.142988729904829,279.2096553965715,86.40000000000002,199.19999999999996
yolo26,x,end2end,YOLO26-X (E2E),MOT20,Frag,3,127.33333333333333,177.36260410056383,-313.259800167121,567.9264668337877,12.4,331.6
yolo26,x,end2end,YOLO26-X (E2E),SOMPT22,Frag,3,187.20000000000002,39.201530582363745,89.81799952201635,284.5820004779837,148.2,226.6
yolo26,x,nms,YOLO26-X (NMS),MOT17,Frag,3,73.53333333333333,33.62221487845994,-9.988878598822055,157.05554526548872,45.0,110.59999999999998
yolo26,x,nms,YOLO26-X (NMS),MOT20,Frag,3,38.266666666666666,62.823668575890515,-117.7959776332071,194.32931096654045,1.0,110.8
yolo26,x,nms,YOLO26-X (NMS),SOMPT22,Frag,3,93.26666666666667,18.221233035481802,48.00261452863538,138.53071880469795,79.8,114.0
