family,scale,mode,label,dataset,metric,n_sequences,mean,std_between_seq,t_ci_low,t_ci_high,boot_ci_low,boot_ci_high
yolo11,l,nms,YOLO11-L,SOMPT22,IDF1,3,34.090066666666665,7.261239729779853,16.052147219860757,52.12798611347257,29.595999999999993,42.467200000000005
yolo11,m,nms,YOLO11-M,MOT17,IDF1,3,43.48186666666667,14.599222864705279,7.215386586204595,79.74834674712875,33.7536,60.269000000000005
yolo11,m,nms,YOLO11-M,MOT20,IDF1,3,12.737813333333333,15.646036603898551,-26.129096233837117,51.60472290050379,1.9733399999999996,30.685600000000004
yolo11,m,nms,YOLO11-M,SOMPT22,IDF1,3,34.37373333333333,6.76934976000896,17.557736310467025,51.18973035619963,29.7694,42.1462
yolo11,n,nms,YOLO11-N,MOT17,IDF1,3,40.1972,16.31241435594376,-0.3250836712973566,80.71948367129735,27.458,58.58259999999999
yolo11,n,nms,YOLO11-N,MOT20,IDF1,3,15.719373333333332,14.3663105051413,-19.968520371203105,51.407267037869765,1.5187199999999998,30.245799999999992
yolo11,n,nms,YOLO11-N,SOMPT22,IDF1,3,31.764133333333334,8.784214663436533,9.942934419780407,53.58533224688626,24.759200000000003,41.619600000000005
yolo11,s,nms,YOLO11-S,MOT17,IDF1,3,42.93946666666667,14.87275103312542,5.993504947806123,79.8854283855272,31.228799999999996,59.673399999999994
yolo11,s,nms,YOLO11-S,MOT20,IDF1,3,14.603673333333333,15.595397994951371,-24.137442955680854,53.34478962234752,3.9097400000000007,32.4984
yolo11,s,nms,YOLO11-S,SOMPT22,IDF1,3,35.034,9.602045096748917,11.181197665238667,58.88680233476133,28.8622,46.096799999999995
yolo11,x,nms,YOLO11-X,MOT17,IDF1,3,43.0034,16.310060419262705,2.486963831583111,83.51983616841689,32.575,61.799
yolo11,x,nms,YOLO11-X,MOT20,IDF1,3,11.639313333333336,14.917509594920103,-25.417834816805083,48.69646148347175,1.52694,28.771800000000002
yolo11,x,nms,YOLO11-X,SOMPT22,IDF1,3,35.94113333333333,8.315756036184164,15.283650162132808,56.59861650453386,29.101,45.197399999999995
