family,scale,mode,label,dataset,metric,mean,std,n,ci_low,ci_high,ci_half_width
yolo26,m,nms,YOLO26-M (NMS),MOT17,MOTA,30.977533333333326,14.97329933518169,15,22.685596545184197,39.269470121482456,8.291936788149128
yolo26,m,nms,YOLO26-M (NMS),MOT20,MOTA,5.291016000000001,7.21144751725279,15,1.2974494769816114,9.28458252301839,3.9935665230183894
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,MOTA,25.872999999999998,10.057296881937441,15,20.303454628745143,31.44254537125485,5.569545371254856
yolo26,n,end2end,YOLO26-N (E2E),MOT17,MOTA,26.92086666666667,15.41177846818403,15,18.386108228299477,35.45562510503386,8.53475843836719
yolo26,n,end2end,YOLO26-N (E2E),MOT20,MOTA,5.047264666666667,6.2743861784820565,15,1.572625416373573,8.521903916959761,3.474639250293094
yolo26,n,end2end,YOLO26-N (E2E),SOMPT22,MOTA,22.69513333333333,9.666254902396027,15,17.342139792325497,28.048126874341165,5.352993541007834
yolo26,n,nms,YOLO26-N (NMS),MOT17,MOTA,26.544533333333334,15.279016459869148,15,18.083296044592007,35.005770622074664,8.461237288741327
yolo26,n,nms,YOLO26-N (NMS),MOT20,MOTA,4.453321333333336,5.7412365277827275,15,1.2739305184892875,7.632712148177385,3.1793908148440484
yolo26,n,nms,YOLO26-N (NMS),SOMPT22,MOTA,22.480866666666664,10.052423459520785,15,16.914020106790403,28.047713226542925,5.566846559876263
yolo26,s,end2end,YOLO26-S (E2E),MOT17,MOTA,30.767799999999998,15.01162869340204,15,22.45463712076841,39.080962879231585,8.313162879231585
yolo26,s,end2end,YOLO26-S (E2E),MOT20,MOTA,5.314589333333332,7.227180796003047,15,1.3123100109547554,9.31686865571191,4.002279322378577
yolo26,s,end2end,YOLO26-S (E2E),SOMPT22,MOTA,27.294999999999998,11.153284865263428,15,21.118516713802308,33.47148328619769,6.1764832861976915
yolo26,s,nms,YOLO26-S (NMS),MOT17,MOTA,30.40786666666667,14.828472379979319,15,22.196132373029656,38.619600960303686,8.211734293637013
yolo26,s,nms,YOLO26-S (NMS),MOT20,MOTA,5.258572333333333,7.2433634570659775,15,1.2473313519647053,9.269813314701961,4.011240981368628
yolo26,s,nms,YOLO26-S (NMS),SOMPT22,MOTA,28.262400000000003,12.767956200694655,15,21.1917415325466,35.333058467453405,7.0706584674534
yolo26,x,end2end,YOLO26-X (E2E),MOT17,MOTA,31.7964,16.689863411236004,15,22.553861711618637,41.03893828838136,9.24253828838136
yolo26,x,end2end,YOLO26-X (E2E),MOT20,MOTA,4.839685933333333,6.437593492035974,15,1.2746654853456896,8.404706381320976,3.565020447987643
yolo26,x,end2end,YOLO26-X (E2E),SOMPT22,MOTA,23.490866666666662,7.25834766583244,15,19.471327707068212,27.51040562626511,4.019538959598449
yolo26,x,nms,YOLO26-X (NMS),MOT17,MOTA,32.422066666666666,16.2579327515026,15,23.4187236048816,41.42540972845173,9.003343061785065
yolo26,x,nms,YOLO26-X (NMS),MOT20,MOTA,5.606734,7.174807714589987,15,1.6334579233828506,9.58001007661715,3.9732760766171498
yolo26,x,nms,YOLO26-X (NMS),SOMPT22,MOTA,25.009466666666665,8.148527858863014,15,20.49696234750123,29.521970985832098,4.512504319165433
rtdetr,l,nms,RT-DETR-L,MOT17,IDSW,36.733333333333334,30.35614003945887,15,19.92266330632279,53.54400336034388,16.810670027010545
rtdetr,l,nms,RT-DETR-L,MOT20,IDSW,21.333333333333332,29.03610232271608,15,5.253675828024381,37.41299083864229,16.07965750530895
rtdetr,l,nms,RT-DETR-L,SOMPT22,IDSW,35.93333333333333,9.535397711884363,15,30.652806089011893,41.21386057765476,5.280527244321436
rtdetr,x,nms,RT-DETR-X,MOT17,IDSW,35.46666666666667,25.396475195998214,15,21.402567482312847,49.53076585102049,14.064099184353822
rtdetr,x,nms,RT-DETR-X,MOT20,IDSW,29.266666666666666,39.203619852302026,15,7.5564256299357915,50.97690770339754,21.710241036730874
rtdetr,x,nms,RT-DETR-X,SOMPT22,IDSW,36.0,11.433034842695342,15,29.668596340047326,42.33140365995267,6.331403659952674
yolo11,l,nms,YOLO11-L,MOT17,IDSW,24.2,22.650134026724245,15,11.656773862029778,36.74322613797022,12.54322613797022
yolo11,l,nms,YOLO11-L,MOT20,IDSW,9.666666666666666,13.425278218275226,15,2.231995399012969,17.101337934320362,7.434671267653697
yolo11,l,nms,YOLO11-L,SOMPT22,IDSW,36.666666666666664,10.701579767670264,15,30.740329325746824,42.5930040075865,5.92633734091984
yolo11,m,nms,YOLO11-M,MOT17,IDSW,24.666666666666668,20.879472717297745,15,13.10400007821992,36.22933325511342,11.562666588446747
yolo11,m,nms,YOLO11-M,MOT20,IDSW,22.8,28.408248299192458,15,7.068036463715664,38.53196353628434,15.731963536284336
yolo11,m,nms,YOLO11-M,SOMPT22,IDSW,46.6,16.088150031267467,15,37.69067947475783,55.509320525242174,8.909320525242174
yolo11,n,nms,YOLO11-N,MOT17,IDSW,22.666666666666668,15.70562531918633,15,13.96918126616744,31.364152067165897,8.697485400499227
yolo11,n,nms,YOLO11-N,MOT20,IDSW,34.53333333333333,37.98470870282008,15,13.498102791993176,55.56856387467349,21.035230541340155
yolo11,n,nms,YOLO11-N,SOMPT22,IDSW,47.86666666666667,18.950562248223918,15,37.37219509132424,58.3611382420091,10.49447157534243
yolo11,s,nms,YOLO11-S,MOT17,IDSW,22.333333333333332,15.864005379054392,15,13.548139979127235,31.11852668753943,8.785193354206097
yolo11,s,nms,YOLO11-S,MOT20,IDSW,44.666666666666664,40.482212437186824,15,22.248364657244878,67.08496867608845,22.418302009421787
yolo11,s,nms,YOLO11-S,SOMPT22,IDSW,54.0,24.157223113831368,15,40.622175744096005,67.37782425590399,13.377824255903993
yolo11,x,nms,YOLO11-X,MOT17,IDSW,27.0,22.535685985945555,15,14.520153074481279,39.47984692551872,12.479846925518721
yolo11,x,nms,YOLO11-X,MOT20,IDSW,11.333333333333334,15.864005379054392,15,2.548139979127237,20.11852668753943,8.785193354206097
