dataset,sequence,family,scale,mode,tracker,density,HOTA,IDF1,MOTA,IDSW,Frag,FPS_mean,FPS_std,Lat_mean,Lat_std,Runs
MOT17,MOT17-02,yolo11,s,nms,botsort,31.0,30.463600000000003,30.332600000000003,19.0158,12.0,38.0,30.097283358842365,2.561668453888667,33.225590099852226,2.864239249246073,5
MOT17,MOT17-02,yolo11,s,nms,bytetrack,31.0,29.619999999999997,31.2288,19.7654,30.4,63.6,84.44435955860058,10.482779640556982,11.842117167174973,1.5392603437293395,5
MOT17,MOT17-02,yolo11,x,nms,botsort,31.0,30.4296,31.688,20.747,18.0,54.0,26.63652316671238,2.6846381889134983,37.542437267101676,3.6414781543639636,5
MOT17,MOT17-02,yolo11,x,nms,bytetrack,31.0,29.852000000000004,32.575,22.265,28.0,69.0,65.15485694737636,3.8468843859047377,15.348049966676626,0.942773854754906,5
MOT17,MOT17-02,yolo26,l,end2end,botsort,31.0,32.27380000000001,33.7564,21.1376,16.4,80.0,29.396042203778613,0.498772578127589,34.01818493346218,0.575308810195046,5
MOT17,MOT17-02,yolo26,l,end2end,bytetrack,31.0,31.748199999999997,34.974000000000004,22.846,30.2,107.4,63.190553212407316,8.112490706406426,15.825150266347919,2.103562728543171,5
MOT17,MOT17-02,yolo26,l,nms,botsort,31.0,32.82000000000001,34.2804,20.998800000000003,14.0,59.0,30.28753076628199,0.358815308416488,33.01688763328517,0.3940834120829378,5
MOT17,MOT17-02,yolo26,l,nms,bytetrack,31.0,31.6424,34.796400000000006,22.9328,32.8,86.8,67.07581977679165,5.619173223247666,14.90850209997734,1.2822643673113785,5
MOT17,MOT17-02,yolo26,m,end2end,botsort,31.0,32.708999999999996,36.147400000000005,22.685200000000002,16.0,91.8,27.123516615217145,4.170994633819854,36.86837566773951,5.312697296256929,5
MOT17,MOT17-02,yolo26,m,end2end,bytetrack,31.0,31.3942,35.5284,23.089199999999998,31.0,105.2,82.24247305008895,4.502018608413685,12.159167433972469,0.6961415917840355,5
MOT17,MOT17-02,yolo26,m,nms,botsort,31.0,32.416599999999995,35.05,21.915,17.0,59.0,27.395021738026294,3.815370627415779,36.502982533207,4.874912048932575,5
MOT17,MOT17-02,yolo26,m,nms,bytetrack,31.0,31.631600000000002,35.4212,23.112000000000002,35.0,80.8,76.91457155219125,5.354786694523059,13.001437566631164,0.8718034010128529,5
MOT17,MOT17-02,yolo26,n,end2end,botsort,31.0,27.596000000000004,26.7442,16.8216,16.0,66.4,30.3452679125572,3.0753613596808846,32.954067266158134,3.1970638989557347,5
MOT17,MOT17-02,yolo26,n,end2end,bytetrack,31.0,25.938799999999997,25.743600000000004,17.478,32.0,78.2,87.6357475600466,6.190707001665588,11.410868599195965,0.8182586969948809,5
MOT17,MOT17-02,yolo26,n,nms,botsort,31.0,27.119400000000002,24.156,15.789999999999997,13.0,32.0,30.0550847495358,3.4451034272098964,33.27224023267627,3.6643677825356478,5
MOT17,MOT17-02,yolo26,n,nms,bytetrack,31.0,26.318,26.029000000000003,17.749,20.0,46.0,93.01436421919708,3.738338329866715,10.751027633144986,0.44837552440541556,5
MOT17,MOT17-02,yolo26,s,end2end,botsort,31.0,29.4832,30.087400000000002,19.525399999999998,19.6,52.6,32.95175975382548,0.23370169369648616,30.347392900129005,0.2138074405638764,5
MOT17,MOT17-02,yolo26,s,end2end,bytetrack,31.0,29.4486,31.394399999999997,19.83,34.0,83.0,73.43422139172652,5.182306015189029,13.617629233999955,0.9691678031459775,5
MOT17,MOT17-02,yolo26,s,nms,botsort,31.0,29.776,29.458999999999996,18.293,18.0,44.0,29.658171922324325,2.6036471976700892,33.71751983294962,2.875253279309704,5
MOT17,MOT17-02,yolo26,s,nms,bytetrack,31.0,29.8234,32.0994,20.183,30.0,66.0,85.62084035228365,4.64527577001738,11.679399499999516,0.6500926913290577,5
MOT17,MOT17-02,yolo26,x,end2end,botsort,31.0,32.22959999999999,35.27380000000001,23.5372,24.0,86.4,26.19349205936723,2.536328442380552,38.17742199984302,3.547270871607123,5
MOT17,MOT17-02,yolo26,x,end2end,bytetrack,31.0,31.861400000000003,36.955200000000005,25.3248,39.0,124.4,70.19435823158098,3.4420933144336514,14.246159167106573,0.7080799618545123,5
MOT17,MOT17-02,yolo26,x,nms,botsort,31.0,33.26559999999999,36.7084,24.072000000000003,23.0,65.0,26.834514791232525,2.2918533351734407,37.26543996713978,3.1363979283144547,5
MOT17,MOT17-02,yolo26,x,nms,bytetrack,31.0,32.32019999999999,36.91780000000001,25.242,40.0,88.0,64.97542845710227,6.05648715790685,15.390433333736533,1.4398441145130778,5
MOT17,MOT17-04,rtdetr,l,nms,botsort,45.3,37.075,40.88,26.345,8.0,64.0,21.20722174419289,0.42285707151330926,47.15374847597975,0.9261602524154386,5
MOT17,MOT17-04,rtdetr,l,nms,bytetrack,45.3,40.739,46.953,33.59780000000001,30.0,99.6,40.5426771876239,0.35583223378935064,24.665366704132232,0.2168467483386048,5
MOT17,MOT17-04,rtdetr,x,nms,botsort,45.3,39.9068,44.4734,29.135399999999997,11.0,68.0,19.79755307308403,0.3502077592542553,50.51129280009662,0.898600716712847,5
MOT17,MOT17-04,rtdetr,x,nms,bytetrack,45.3,42.792,50.084,36.878,38.0,96.0,34.74704549271187,0.4250834304971289,28.779425295590908,0.3513297597796902,5
MOT17,MOT17-04,yolo11,l,nms,botsort,45.3,33.9404,35.7692,21.3316,4.0,59.0,29.416259131682825,2.4988195410847593,33.99480523758878,3.2111818939438592,5
MOT17,MOT17-04,yolo11,l,nms,bytetrack,45.3,34.029399999999995,35.9204,24.3512,16.0,71.8,69.5177359981465,3.1940309826022624,14.384818286180408,0.6514730618820338,5
MOT17,MOT17-04,yolo11,m,nms,botsort,45.3,34.3732,35.08,20.266,2.0,46.0,29.122948897465992,3.3745748719250757,34.337182114377526,3.78307151202297,5
MOT17,MOT17-04,yolo11,m,nms,bytetrack,45.3,34.6734,36.422999999999995,23.2894,24.0,84.6,76.47649453710439,6.701836372249366,13.075913142368552,1.2689694927135444,5
MOT17,MOT17-04,yolo11,n,nms,botsort,45.3,30.192600000000006,31.057799999999997,19.9972,10.0,80.0,30.926409613230543,3.243079067940912,32.33482361858755,3.2463073442918438,5
MOT17,MOT17-04,yolo11,n,nms,bytetrack,45.3,32.311,34.551,23.5928,30.4,98.0,80.95650321264098,10.761784385866928,12.352312171554548,1.722323764039879,5
MOT17,MOT17-04,yolo11,s,nms,botsort,45.3,34.60940000000001,37.086200000000005,24.119,11.0,87.4,30.0552280612061,3.1519922621578185,33.272081581398936,3.582678576216359,5
MOT17,MOT17-04,yolo11,s,nms,bytetrack,45.3,35.0128,37.916199999999996,26.6926,37.0,118.2,85.60523791745227,2.837413263564974,11.681528190649779,0.378186427909967,5
MOT17,MOT17-04,yolo11,x,nms,botsort,45.3,32.174,30.892000000000003,18.3936,6.0,61.0,25.191508366028867,0.3084876406700945,39.695915999556235,0.4786977401378112,5
MOT17,MOT17-04,yolo11,x,nms,bytetrack,45.3,33.8504,34.636199999999995,20.692200000000003,9.0,58.0,64.23567438102178,2.8653582443527914,15.56767340945745,0.6963219924046534,5
MOT17,MOT17-04,yolo26,l,end2end,botsort,45.3,32.5764,32.488600000000005,18.102800000000002,3.0,153.4,26.10367359972156,0.608433744225005,38.308784247542334,0.9100570814962483,5
MOT17,MOT17-04,yolo26,l,end2end,bytetrack,45.3,33.3106,34.001999999999995,19.0784,18.4,192.2,67.6082585153931,2.259488706982664,14.791092419165318,0.5105936022656589,5
MOT17,MOT17-04,yolo26,l,nms,botsort,45.3,33.988,34.1672,19.1992,1.0,53.0,25.616959761934456,0.36527681269417894,39.03663858995285,0.5541258967973688,5
MOT17,MOT17-04,yolo26,l,nms,bytetrack,45.3,34.3472,36.086200000000005,21.187,12.0,61.4,66.99267095182118,0.8271886515399709,14.927005981283617,0.18447798901307813,5
MOT17,MOT17-04,yolo26,m,end2end,botsort,45.3,33.444599999999994,33.187599999999996,18.7098,2.0,70.2,27.94112661555942,2.6777227858693493,35.78953754295418,3.2644269263020327,5
MOT17,MOT17-04,yolo26,m,end2end,bytetrack,45.3,33.18320000000001,33.704,20.159399999999998,9.2,92.4,81.49152690734422,1.7816191248011837,12.271214418856072,0.2689142253307941,5
MOT17,MOT17-04,yolo26,m,nms,botsort,45.3,34.27720000000001,34.4818,19.6254,3.0,51.0,27.009861338640373,0.7324798382985446,37.023514762343396,1.0228674214804556,5
MOT17,MOT17-04,yolo26,m,nms,bytetrack,45.3,34.3446,35.6916,22.0366,12.0,70.0,80.10276259764773,1.1314460668558186,12.483963942953519,0.17516631543959926,5
MOT17,MOT17-04,yolo26,n,end2end,botsort,45.3,27.7366,25.8836,15.969399999999998,16.0,99.6,31.315164937861844,2.4735642268716824,31.933409962370728,2.3565492434976183,5
MOT17,MOT17-04,yolo26,n,end2end,bytetrack,45.3,27.7798,26.681399999999996,17.5414,31.2,140.2,86.2530364022985,3.531160432748436,11.593794742898485,0.5014337131310111,5
MOT17,MOT17-04,yolo26,n,nms,botsort,45.3,28.7262,26.906200000000002,16.4272,9.0,62.8,29.23897681679066,0.4932331920406293,34.20092318092827,0.5762264564342918,5
MOT17,MOT17-04,yolo26,n,nms,bytetrack,45.3,28.749599999999997,27.8534,19.3066,28.0,82.0,84.88816023719728,1.8420094882761864,11.780205828536833,0.25681514882637124,5
MOT17,MOT17-04,yolo26,s,end2end,botsort,45.3,34.269400000000005,35.7928,21.5332,15.0,91.6,28.67578364195215,1.0736266632920701,34.872630247391676,1.267814766869174,5
MOT17,MOT17-04,yolo26,s,end2end,bytetrack,45.3,34.881800000000005,36.9996,23.065,22.0,105.0,81.37344878092638,2.541686259758449,12.289020743021476,0.38730784420824915,5
MOT17,MOT17-04,yolo26,s,nms,botsort,45.3,34.656,36.6442,22.4026,13.6,80.4,27.726365511860518,0.9118659976654087,36.06675384742474,1.2371791179500957,5
MOT17,MOT17-04,yolo26,s,nms,bytetrack,45.3,34.648399999999995,36.568400000000004,25.0108,25.2,90.6,82.5751949996757,0.37287170766601613,12.110174247895234,0.05479333011808659,5
MOT17,MOT17-04,yolo26,x,end2end,botsort,45.3,30.994999999999997,30.519799999999996,17.5192,5.0,199.2,25.9207267146765,0.3827220595447231,38.57916527601801,0.5715866596538746,5
